full_nameyears,sentence,label,sentiment_label,sentiment_score
Duterte-2016,"adequate disposal facility metro manila garbage, final closure rehabilitation carmona sanitary landfill shall pursued adoption appropriate wastetoenergy facilities explored.",,,
Duterte-2016,"marami iyan, technology coming fast.",,,
Duterte-2016,area governance need strengthen efforts along line.,,,
Duterte-2016,"better manage public information, law passed, im addressing congress, create peoples broadcasting corporation, replacing , governmentrun tv station, aims replicate international government broadcasting networks.",,,
Duterte-2016,"teams international news agencies – id like mention that, interested, bbc – set visit country soon train people governmentrun channels observe – ito ang gusto ko, total pera naman ng tao – observe editorial independence innovative programs intelligent treatment analysis news reports, well developments national international significance.",,,
Duterte-2016,"governments bureau broadcast services, better known radyo ng bayan, shall also undergo upgrading make financially viable dependable accurate, independent, enlightening news commentary.",,,
Duterte-2016,radyo ng bayan integrated pbc.,,,
Duterte-2016,"presently setting presidential communications satellite office davao city, pbc also put broadcast hubs visayas mindanao.",,,
Duterte-2016,"davao city also first site first muslim channel, called salaam television, first lumad channel.",,,
Duterte-2016,pco shall coordinate office executive secretary presidential legal counsel implementing recently approved eo freedom information.,,,
Duterte-2016,executive order out.,,,
Duterte-2016,"example, part executive branch make transparency integrity yardsticks government performance, savings expenses engaging public vigilant participate government programs projects.",,,
Duterte-2016,"pco, coordination office executive secretary, drafting administrative order presidential task force media killings.",,,
Duterte-2016,government condone violence repression media.,,,
Duterte-2016,"bona fide media, bona fide media, sometime pronounce bona feed.",,,
